GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
10783        9  127018885  127115221    488      77  145462     -0.44356      0.67132
5695         9  127115244  127178752    223      54  145543    -0.054974      0.52192
347088       9  127212423  127239879    153      38  144628       1.5031     0.066405
2516         9  127243015  127270769    127      36  144600       1.4361      0.07549
2649         9  127279054  127534589    828      84  139582       2.8703    0.0020501
169611       9  127538435  127577661    160      57  139972       1.8848     0.029726
401551       9  127614627  127620670     37      11  140004       1.2407      0.10737
11224        9  127619658  127625240     28      14  130881      0.93008      0.17617
81873        9  127625267  127640512     50      23  134823       1.7834     0.037265
2800         9  127640073  127704386    275      51  138435       1.7249     0.042272
286205       9  127704387  127906838    768      65  140850       1.1745      0.12009
5537         9  127908352  127953218    218      45  140918      0.42977      0.33368
10244        9  127961821  127996938    173      44  143695      0.15566      0.43815
3309         9  127996627  128004666     21       9  139852     -0.78403      0.78349
26130        9  128023073  128127790    394      52  139713       2.7694    0.0028077
79109        9  128199173  128470513   1219      71  142286       2.1594     0.015411
5090         9  128508617  128730156   1105      40  141591      0.61518      0.26922
89853        9  129088123  129269820    978      77  145542      0.13433      0.44657
4010         9  129375722  129463811    472      85  147119       1.9619     0.024888
23099        9  129566285  129600989    132      50  144489      0.76597      0.22185
403341       9  129621944  129648657     89      46  142193      0.24172       0.4045
9649         9  129676053  129985945   1136      66  144643       1.6646     0.047995
23452        9  129849128  129886044    139      49  143687       1.5488     0.060718
84253        9  129985750  130156328    564      66  145079      0.95926      0.16871
29988        9  130158417  130170677     54      16  143814      -1.4627      0.92822
7633         9  130185653  130210025    114      20  144617      0.64865      0.25828
6136         9  130209453  130214711     21       7  143891      0.59765      0.27504
90678        9  130212765  130266280    233      36  145135       1.3005     0.096723
64855        9  130267118  130342268    473      56  144825       0.9723      0.16545
6812         9  130373486  130455495    297      43  140889      0.76685      0.22158
286207       9  130468263  130476803     28      15  134752       1.4718     0.070543
138428       9  130475727  130488152     45      20  134275       1.7984      0.03606
158248       9  130477358  130494379     75      23  138114       2.0236     0.021508
27433        9  130493303  130498628     30      12  148991       2.5011    0.0061908
10044        9  130500096  130542048    177      36  144079       1.8544     0.031843
1025         9  130547305  130553552     34      16  140550       2.0171     0.021843
2356         9  130564137  130577299     68      28  137597       1.1968      0.11569
2022         9  130576791  130618052    187      63  142425       1.7631     0.038938
203          9  130628259  130641022     77      35  140891      0.78255      0.21695
30815        9  130647100  130670010     94      37  145753      0.10966      0.45634
27090        9  130669665  130680326     57      28  138500      0.59107      0.27724
138429       9  130683308  130694076     43      19  135995       2.0277     0.021293
8818         9  130696874  130701763     24       7  146798       2.6014     0.004642
399665       9  130702361  130743812    208      35  143275       2.9127    0.0017914
203245       9  130823012  130830600     29      16  142899     0.025911      0.48966
114789       9  130829479  130872037    213      19  147923     -0.14777      0.55874
80142        9  130882472  130891741     33      12  147478      0.73526      0.23109
3934         9  130910732  130916234     18      11  142974      0.53564       0.2961
79095        9  130921539  130926707     15       6  149707      0.23955      0.40534
25792        9  130927844  130967662    174      39  144014      -1.1749      0.87999
1759         9  130964634  131018028    235      61  145265      -1.0066      0.84294
2801         9  131017608  131039286     82      26  144039     -0.90069      0.81612
375757       9  131036663  131051768     52      19  144498      0.81095       0.2087
26995        9  131070896  131085697     53      25  142999     -0.13081      0.55204
51117        9  131083791  131096851     63      27  146707      -1.0832      0.86064
10999        9  131101839  131124249     92      33  142186      -1.4076      0.92037
81605        9  131132598  131154795     86      29  142363     -0.31678       0.6243
51148        9  131172854  131200130    137      24  142663      0.16173      0.43576
4957         9  131216434  131264071    196      44  142837       1.6126     0.053411
2733         9  131265971  131305080    143      39  141473        1.237      0.10804
6709         9  131313837  131396444    282      47  137899      0.04949      0.48026
89891        9  131395440  131420129     93      24  139230      0.11293      0.45504
6418         9  131444934  131459175     57      27  133921      0.11762      0.45318
29941        9  131463802  131483699     80      35  138234      0.14023      0.44424
84885        9  131482648  131487451     13       9  140367      -1.0342      0.84948
10444        9  131491565  131535220    151      38  133554      0.14087      0.44398
54662        9  131548510  131573211    140      26  144451     -0.41458      0.66077
